Wavelength (nm),Absorption Coefficient (cm-1)
409.1987887715852,0.0
409.2155338216639,0.0
409.2322802422655,0.0
409.24902803355843,0.0
409.2657771957109,0.0
409.28252772889124,0.0
409.2992796332679,0.0
409.31603290900904,0.0
409.3327875562833,0.0
409.3495435752589,0.0
409.36630096610446,0.0
409.3830597289884,0.0
409.39981986407923,0.0
409.41658137154553,0.0
409.43334425155587,0.0
409.4501085042788,0.0
409.4668741298829,0.0
409.48364112853693,0.0
409.5004095004095,0.0
409.51717924566935,0.0
409.53395036448524,0.0
409.55072285702585,0.0
409.56749672346,0.0
409.5842719639566,0.0
409.60104857868436,0.0
409.61782656781224,0.0
409.6346059315091,0.0
409.65138666994386,0.0
409.6681687832855,0.0
409.6849522717031,0.0
409.7017371353655,0.0
409.71852337444176,0.0
409.73531098910104,0.0
409.7520999795124,0.0
409.76889034584497,0.0
409.78568208826783,0.0
409.80247520695025,0.0
409.8192697020614,0.0
409.8360655737705,0.0
409.85286282224683,0.0
409.86966144765967,0.0
409.8864614501783,0.0
409.9032628299721,0.0
409.9200655872105,0.0
409.9368697220628,0.0
409.9536752346985,0.0
409.970482125287,0.0
409.9872903939978,0.0
410.0041000410004,0.0
410.0209110664644,0.0
410.0377234705593,0.0
410.0545372534547,0.0
410.0713524153203,0.0
410.0881689563256,0.0
410.1049868766404,0.0
410.1218061764344,0.0
410.1386268558773,0.0
410.15544891513883,0.0
410.17227235438884,0.0
410.1890971737971,0.0
410.2059233735335,0.0
410.2227509537679,0.0
410.2395799146702,0.0
410.2564102564103,0.0
410.2732419791581,0.0
410.29007508308376,0.0
410.3069095683571,0.0
410.32374543514834,0.0
410.3405826836274,0.0
410.35742131396444,0.0
410.3742613263296,0.0
410.391102720893,0.0
410.4079454978248,0.0
410.4247896572953,0.0
410.44163519947466,0.0
410.4584821245331,0.0
410.475330432641,0.0
410.49218012396864,0.0
410.5090311986864,0.0
410.5258836569646,0.0
410.5427374989736,0.0
410.559592724884,0.0
410.57644933486614,0.0
410.5933073290905,0.0
410.61016670772767,0.0
410.6270274709481,0.0
410.64388961892246,0.0
410.66075315182127,0.0
410.6776180698152,0.0
410.6944843730749,0.0
410.711352061771,0.0
410.72822113607424,0.0
410.7450915961554,0.0
410.7619634421853,0.0
410.7788366743345,0.0
410.7957112927741,0.0
410.8125872976748,0.0
410.8294646892075,0.0
410.84634346754314,0.0
410.8632236328526,0.0
410.88010518530695,0.0
410.89698812507703,0.0
410.913872452334,0.0
410.9307581672488,0.0
410.9476452699926,0.0
410.96453376073646,0.0
410.9814236396515,0.0
410.9983149069089,0.0
411.0152075626798,0.0
411.03210160713553,0.0
411.0489970404472,0.0
411.0658938627862,0.0
411.0827920743238,0.0
411.09969167523127,0.0
411.11659266568,0.0
411.13349504584136,0.0
411.15039881588683,0.0
411.1673039759878,0.0
411.1842105263158,0.0
411.20111846704225,0.0
411.21802779833865,0.0
411.2349385203767,0.0
411.2518506333279,0.0
411.26876413736375,0.0
411.2856790326561,0.0
411.30259531937645,0.0
411.3195129976966,0.0
411.3364320677882,0.0
411.3533525298231,0.0
411.370274383973,0.0
411.38719763040973,0.0
411.40412226930516,0.0
411.42104830083105,0.0
411.43797572515945,0.0
411.45490454246215,0.0
411.47183475291115,0.0
411.48876635667847,0.0
411.50569935393605,0.0
411.52263374485597,0.0
411.5395695296103,0.0
411.55650670837105,0.0
411.57344528131046,0.0
411.59038524860057,0.0
411.6073266104137,0.0
411.62426936692185,0.0
411.64121351829743,0.0
411.65815906471266,0.0
411.6751060063398,0.0
411.6920543433512,0.0
411.70900407591915,0.0
411.72595520421606,0.0
411.74290772841437,0.0
411.75986164868647,0.0
411.7768169652049,0.0
411.793773678142,0.0
411.81073178767036,0.0
411.82769129396263,0.0
411.84465219719124,0.0
411.8616144975288,0.0
411.87857819514807,0.0
411.8955432902216,0.0
411.9125097829221,0.0
411.9294776734223,0.0
411.94644696189494,0.0
411.9634176485128,0.0
411.9803897334487,0.0
411.9973632168754,0.0
412.0143380989658,0.0
412.0313143798929,0.0
412.0482920598294,0.0
412.0652711389484,0.0
412.08225161742286,0.0
412.0992334954257,0.0
412.11621677313,0.0
412.1332014507089,0.0
412.1501875283353,0.0
412.1671750061825,0.0
412.1841638844236,0.0
412.20115416323165,0.0
412.21814584278,0.0
412.23513892324183,0.0
412.25213340479036,0.0
412.26912928759896,0.0
412.28612657184084,0.0
412.30312525768943,0.0
412.3201253453181,0.0
412.33712683490023,0.0
412.3541297266092,0.0
412.37113402061857,0.0
412.38813971710175,0.0
412.4051468162323,0.0
412.4221553181837,0.0
412.4391652231296,0.0
412.45617653124356,0.0
412.4731892426992,0.0
412.4902033576703,0.0
412.50721887633034,0.0
412.52423579885317,0.0
412.54125412541254,0.0
412.5582738561822,0.0
412.5752949913359,0.0
412.59231753104757,0.0
412.609341475491,0.0
412.6263668248401,0.0
412.6433935792688,0.0
412.660421738951,0.0
412.67745130406075,0.0
412.694482274772,0.0
412.71151465125877,0.0
412.72854843369515,0.0
412.74558362225525,0.0
412.7626202171131,0.0
412.779658218443,0.0
412.79669762641896,0.0
412.8137384412153,0.0
412.83078066300624,0.0
412.847824291966,0.0
412.86486932826887,0.0
412.8819157720892,0.0
412.89896362360133,0.0
412.9160128829796,0.0
412.93306355039846,0.0
412.95011562603236,0.0
412.96716911005575,0.0
412.9842240026431,0.0
413.00128030396894,0.0
413.0183380142078,0.0
413.03539713353433,0.0
413.0524576621231,0.0
413.0695196001487,0.0
413.08658294778587,0.0
413.10364770520926,0.0
413.12071387259357,0.0
413.1377814501136,0.0
413.15485043794416,0.0
413.17192083625997,0.0
413.18899264523594,0.0
413.2060658650469,0.0
413.22314049586777,0.0
413.2402165378735,0.0
413.25729399123895,0.0
413.27437285613917,0.0
413.2914531327492,0.0
413.30853482124405,0.0
413.32561792179877,0.0
413.34270243458855,0.0
413.35978835978835,0.0
413.3768756975735,0.0
413.39396444811905,0.0
413.4110546116003,0.0
413.4281461881925,0.0
413.4452391780709,0.0
413.46233358141075,0.0
413.4794293983874,0.0
413.4965266291763,0.0
413.51362527395275,0.0
413.53072533289225,0.0
413.5478268061701,0.0
413.564929693962,0.0
413.5820339964432,0.0
413.5991397137894,0.0
413.6162468461761,0.0
413.63335539377897,0.0
413.6504653567735,0.0
413.6675767353355,0.0
413.68468952964054,0.0
413.7018037398643,0.0
413.7189193661826,0.0
413.7360364087712,0.0
413.75315486780585,0.0
413.77027474346244,0.0
413.78739603591674,0.0
413.8045187453447,0.0
413.8216428719222,0.0
413.8387684158252,0.0
413.8558953772297,0.0
413.87302375631157,0.0
413.890153553247,0.0
413.9072847682119,0.0
413.9244174013825,0.0
413.94155145293485,0.0
413.9586869230451,0.0
413.97582381188937,0.0
413.99296211964395,0.0
414.01010184648504,0.0
414.0272429925889,0.0
414.0443855581318,0.0
414.06152954329013,0.0
414.0786749482402,0.0
414.0958217731583,0.0
414.11297001822095,0.0
414.13011968360456,0.0
414.1472707694856,0.0
414.16442327604057,0.0
414.181577203446,0.0
414.1987325518784,0.0
414.2158893215144,0.0
414.23304751253056,0.0
414.25020712510354,0.0
414.26736815941007,0.0
414.2845306156268,0.0
414.3016944939305,0.0
414.3188597944978,0.0
414.3360265175057,0.0
414.35319466313086,0.0
414.3703642315502,0.0
414.38753522294047,0.0
414.40470763747874,0.0
414.4218814753419,0.0
414.43905673670685,0.0
414.45623342175065,0.0
414.4734115306503,0.0
414.4905910635829,0.0
414.5077720207254,0.0
414.524954402255,0.0
414.5421382083489,0.0
414.55932343918414,0.0
414.57651009493804,0.0
414.5936981757877,0.0
414.6108876819105,0.0
414.6280786134837,0.0
414.6452709706846,0.0
414.6624647536905,0.0
414.67965996267884,0.0
414.696856597827,0.0
414.7140546593124,0.0
414.73125414731254,0.0
414.7484550620049,0.0
414.765657403567,0.0
414.78286117217635,0.0
414.8000663680106,0.0
414.81727299124736,0.0
414.8344810420642,0.0
414.8516905206389,0.0
414.868901427149,0.0
414.8861137617724,0.0
414.90332752468674,0.0
414.92054271606986,0.0
414.9377593360996,0.0
414.95497738495374,0.0
414.97219686281016,0.0
414.98941776984685,0.0
415.0066401062417,0.0
415.0238638721726,0.0
415.0410890678177,0.0
415.0583156933549,0.0
415.07554374896233,0.0
415.09277323481797,0.0
415.11000415110004,0.0
415.12723649798664,0.0
415.1444702756559,0.0
415.16170548428613,0.0
415.1789421240555,0.0
415.19618019514223,0.0
415.21341969772465,0.0
415.23066063198104,0.0
415.24790299808984,0.0
415.2651467962294,0.0
415.28239202657807,0.0
415.29963868931435,0.0
415.31688678461666,0.0
415.33413631266353,0.0
415.3513872736335,0.0
415.3686396677051,0.0
415.3858934950569,0.0
415.40314875586756,0.0
415.42040545031574,0.0
415.43766357858004,0.0
415.45492314083924,0.0
415.472184137272,0.0
415.4894465680572,0.0
415.5067104333735,0.0
415.5239757333998,0.0
415.541242468315,0.0
415.5585106382979,0.0
415.5757802435274,0.0
415.59305128418254,0.0
415.6103237604422,0.0
415.6275976724855,0.0
415.6448730204913,0.0
415.6621498046388,0.0
415.67942802510703,0.0
415.69670768207516,0.0
415.7139887757223,0.0
415.73127130622765,0.0
415.7485552737704,0.0
415.76584067852986,0.0
415.7831275206852,0.0
415.8004158004158,0.0
415.81770551790095,0.0
415.83499667332,0.0
415.85228926685244,0.0
415.8695832986775,0.0
415.88687876897484,0.0
415.90417567792383,0.0
415.92147402570396,0.0
415.9387738124948,0.0
415.95607503847594,0.0
415.97337770382694,0.0
415.99068180872746,0.0
416.0079873533572,0.0
416.02529433789573,0.0
416.0426027625229,0.0
416.0599126274183,0.0
416.0772239327619,0.0
416.0945366787334,0.0
416.1118508655126,0.0
416.1291664932795,0.0
416.1464835622139,0.0
416.16380207249574,0.0
416.18112202430495,0.0
416.19844341782164,0.0
416.2157662532257,0.0
416.2330905306972,0.0
416.25041625041627,0.0
416.26774341256294,0.0
416.2850720173175,0.0
416.3024020648599,0.0
416.31973355537053,0.0
416.3370664890295,0.0
416.35440086601716,0.0
416.3717366865137,0.0
416.3890739506995,0.0
416.40641265875496,0.0
416.4237528108603,0.0
416.4410944071961,0.0
416.4584374479427,0.0
416.4757819332806,0.0
416.49312786339027,0.0
416.5104752384523,0.0
416.5278240586471,0.0
416.5451743241555,0.0
416.5625260351579,0.0
416.57987919183506,0.0
416.5972337943676,0.0
416.6145898429363,0.0
416.63194733772184,0.0
416.64930627890504,0.0
416.6666666666667,0.0
416.6840285011875,0.0
416.70139178264856,0.0
416.7187565112306,0.0
416.7361226871145,0.0
416.75349031048137,0.0
416.770859381512,0.0
416.7882299003876,0.0
416.8056018672891,0.0
416.8229752823976,0.0
416.84035014589415,0.0
416.85772645795987,0.0
416.8751042187761,0.0
416.8924834285238,0.0
416.90986408738434,0.0
416.9272461955389,0.0
416.9446297531688,0.0
416.9620147604553,0.0
416.97940121757983,0.0
416.99678912472376,0.0
417.0141784820684,0.0
417.03156928979524,0.0
417.04896154808574,0.0
417.0663552571214,0.0
417.08375041708376,0.0
417.10114702815434,0.0
417.1185450905147,0.0
417.13594460434655,0.0
417.15334556983146,0.0
417.1707479871511,0.0
417.18815185648725,0.0
417.2055571780216,0.0
417.2229639519359,0.0
417.240372178412,0.0
417.25778185763164,0.0
417.27519298977677,0.0
417.2926055750292,0.0
417.31001961357094,0.0
417.32743510558385,0.0
417.34485205125,0.0
417.3622704507512,0.0
417.3796903042698,0.0
417.39711161198767,0.0
417.4145343740869,0.0
417.43195859074973,0.0
417.4493842621582,0.0
417.4668113884946,0.0
417.48423996994114,0.0
417.50167000668,0.0
417.5191014988936,0.0
417.5365344467641,0.0
417.55396885047395,0.0
417.57140471020546,0.0
417.58884202614104,0.0
417.6062807984632,0.0
417.62372102735435,0.0
417.641162712997,0.0
417.6586058555736,0.0
417.6760504552669,0.0
417.6934965122593,0.0
417.7109440267335,0.0
417.72839299887215,0.0
417.7458434288579,0.0
417.76329531687344,0.0
417.7807486631016,0.0
417.7982034677251,0.0
417.8156597309267,0.0
417.8331174528893,0.0
417.85057663379575,0.0
417.8680372738289,0.0
417.88549937317174,0.0
417.9029629320072,0.0
417.9204279505182,0.0
417.9378944288879,0.0
417.9553623672992,0.0
417.9728317659352,0.0
417.9903026249791,0.0
418.00777494461397,0.0
418.025248725023,0.0
418.04272396638936,0.0
418.0602006688963,0.0
418.07767883272714,0.0
418.09515845806504,0.0
418.11263954509343,0.0
418.1301220939956,0.0
418.14760610495506,0.0
418.16509157815506,0.0
418.1825785137791,0.0
418.2000669120107,0.0
418.2175567730333,0.0
418.23504809703053,0.0
418.25254088418586,0.0
418.2700351346829,0.0
418.2875308487054,0.0
418.3050280264369,0.0
418.3225266680611,0.0
418.34002677376174,0.0
418.35752834372255,0.0
418.37503137812735,0.0
418.39253587715996,0.0
418.41004184100416,0.0
418.42754926984395,0.0
418.4450581638631,0.0
418.4625685232456,0.0
418.4800803481754,0.0
418.4975936388366,0.0
418.51510839541305,0.0
418.53262461808896,0.0
418.55014230704836,0.0
418.5676614624754,0.0
418.5851820845542,0.0
418.60270417346896,0.0
418.6202277294039,0.0
418.63775275254324,0.0
418.6552792430713,0.0
418.6728072011723,0.0
418.69033662703066,0.0
418.7078675208307,0.0
418.7253998827569,0.0
418.7429337129936,0.0
418.7604690117253,0.0
418.7780057791365,0.0
418.7955440154117,0.0
418.81308372073545,0.0
418.8306248952923,0.0
418.848167539267,0.0
418.8657116528441,0.0
418.8832572362083,0.0
418.9008042895442,0.0
418.91835281303673,0.0
418.93590280687056,0.0
418.95345427123044,0.0
418.97100720630135,0.0
418.988561612268,0.0
419.00611748931533,0.0
419.02367483762833,0.0
419.0412336573919,0.0
419.058793948791,0.0
419.07635571201075,0.0
419.0939189472361,0.0
419.11148365465215,0.0
419.129049834444,0.0
419.14661748679686,0.0
419.1641866118959,0.0
419.1817572099262,0.0
419.1993292810732,0.0
419.2169028255219,0.0
419.23447784345785,0.0
419.25205433506625,0.0
419.26963230053246,0.0
419.2872117400419,0.0
419.30479265378005,0.0
419.3223750419322,0.0
419.339958904684,0.0
419.3575442422209,0.0
419.37513105472846,0.0
419.39271934239224,0.0
419.4103091053978,0.0
419.4279003439309,0.0
419.4454930581771,0.0
419.46308724832215,0.0
419.4806829145518,0.0
419.4982800570518,0.0
419.5158786760079,0.0
419.533478771606,0.0
419.5510803440319,0.0
419.56868339347153,0.0
