 41 4002.662470 2.121E-25 5.647E-03.06630.075 1242.90900.74-.003851        1 1 1 1        0 0 0 0                    P 54e     465544 6 5 5 3 3 3   963.0  981.0
 41 4004.018440 2.572E-25 5.607E-03.06650.075 1197.76670.74-.003851        1 1 1 1        0 0 0 0                    P 53e     465544 6 5 5 3 3 3   945.0  963.0
 41 4005.364830 3.109E-25 5.574E-03.06670.076 1153.45650.75-.003850        1 1 1 1        0 0 0 0                    P 52e     465544 6 5 5 3 3 3   927.0  945.0
 41 4006.701630 3.742E-25 5.542E-03.06680.076 1109.97840.75-.003850        1 1 1 1        0 0 0 0                    P 51e     465544 6 5 5 3 3 3   909.0  927.0
 41 4007.887050 2.032E-25 4.066E-03.07040.085 1087.33710.81-.003827        1 2 0 1        0 1 1 0                    P 34e     465544 6 5 5 3 3 3   603.0  621.0
 41 4008.028840 4.476E-25 5.501E-03.06700.077 1067.33270.75-.003850        1 1 1 1        0 0 0 0                    P 50e     465544 6 5 5 3 3 3   891.0  909.0
 41 4009.022890 2.234E-25 4.015E-03.07070.086 1058.86100.81-.003823        1 2 0 1        0 1 1 0                    P 33e     465544 6 5 5 3 3 3   585.0  603.0
 41 4009.346440 5.363E-25 5.493E-03.06720.077 1025.51970.75-.003850        1 1 1 1        0 0 0 0                    P 49e     465544 6 5 5 3 3 3   873.0  891.0
 41 4010.149330 2.447E-25 3.969E-03.07100.087 1031.22090.80-.003818        1 2 0 1        0 1 1 0                    P 32e     465544 6 5 5 3 3 3   567.0  585.0
 41 4010.654430 6.330E-25 5.428E-03.06730.078  984.53950.76-.003850        1 1 1 1        0 0 0 0                    P 48e     465544 6 5 5 3 3 3   855.0  873.0
 41 4011.266400 2.665E-25 3.921E-03.07130.087 1004.41690.80-.003812        1 2 0 1        0 1 1 0                    P 31e     465544 6 5 5 3 3 3   549.0  567.0
 41 4011.952790 7.500E-25 5.408E-03.06750.078  944.39240.76-.003849        1 1 1 1        0 0 0 0                    P 47e     465544 6 5 5 3 3 3   837.0  855.0
 41 4012.374140 2.891E-25 3.878E-03.07160.088  978.44910.79-.003806        1 2 0 1        0 1 1 0                    P 30e     465544 6 5 5 3 3 3   531.0  549.0
 41 4013.241510 8.830E-25 5.379E-03.06770.079  905.07850.76-.003849        1 1 1 1        0 0 0 0                    P 46e     465544 6 5 5 3 3 3   819.0  837.0
 41 4013.472570 3.121E-25 3.838E-03.07190.089  953.31770.77-.003799        1 2 0 1        0 1 1 0                    P 29e     465544 6 5 5 3 3 3   513.0  531.0
 41 4014.520590 1.032E-24 5.335E-03.06790.079  866.59810.77-.003848        1 1 1 1        0 0 0 0                    P 45e     465544 6 5 5 3 3 3   801.0  819.0
 41 4014.561730 3.351E-25 3.797E-03.07220.090  929.02280.76-.003791        1 2 0 1        0 1 1 0                    P 28e     465544 6 5 5 3 3 3   495.0  513.0
 41 4015.641650 3.580E-25 3.758E-03.07260.091  905.56450.75-.003781        1 2 0 1        0 1 1 0                    P 27e     465544 6 5 5 3 3 3   477.0  495.0
 41 4015.790020 1.206E-24 5.314E-03.06810.080  828.95130.77-.003847        1 1 1 1        0 0 0 0                    P 44e     465544 6 5 5 3 3 3   783.0  801.0
 41 4016.712360 3.806E-25 3.721E-03.07290.091  882.94290.75-.003771        1 2 0 1        0 1 1 0                    P 26e     465544 6 5 5 3 3 3   459.0  477.0
 41 4017.049790 1.395E-24 5.264E-03.06830.080  792.13830.77-.003846        1 1 1 1        0 0 0 0                    P 43e     465544 6 5 5 3 3 3   765.0  783.0
 41 4017.773890 4.024E-25 3.685E-03.07330.092  861.15820.74-.003759        1 2 0 1        0 1 1 0                    P 25e     465544 6 5 5 3 3 3   441.0  459.0
 41 4018.299880 1.613E-24 5.237E-03.06850.081  756.15940.78-.003845        1 1 1 1        0 0 0 0                    P 42e     465544 6 5 5 3 3 3   747.0  765.0
 41 4018.600080 2.064E-25 4.672E-03.07010.085 1117.64520.81-.003830        1 2 2 1        0 1 1 0                    P 35f     465544 6 5 5 3 3 3   621.0  639.0
 41 4018.826280 4.234E-25 3.653E-03.07370.093  840.21040.74-.003745        1 2 0 1        0 1 1 0                    P 24e     465544 6 5 5 3 3 3   423.0  441.0
 41 4019.540300 1.855E-24 5.205E-03.06870.081  721.01470.78-.003844        1 1 1 1        0 0 0 0                    P 41e     465544 6 5 5 3 3 3   729.0  747.0
 41 4019.764270 2.290E-25 4.631E-03.07040.085 1088.27800.81-.003827        1 2 2 1        0 1 1 0                    P 34f     465544 6 5 5 3 3 3   603.0  621.0
 41 4019.869540 4.435E-25 3.627E-03.07410.094  820.09980.73-.003730        1 2 0 1        0 1 1 0                    P 23e     465544 6 5 5 3 3 3   405.0  423.0
 41 4020.768780 2.210E-25 4.451E-03.07040.085 1087.33710.81-.003827        1 2 2 1        0 1 1 0                    P 34e     465544 6 5 5 3 3 3   603.0  621.0
 41 4020.771020 2.121E-24 5.168E-03.06890.082  686.70440.79-.003843        1 1 1 1        0 0 0 0                    P 40e     465544 6 5 5 3 3 3   711.0  729.0
 41 4020.903710 4.596E-25 3.583E-03.07450.095  800.82620.73-.003712        1 2 0 1        0 1 1 0                    P 22e     465544 6 5 5 3 3 3   387.0  405.0
 41 4020.919050 2.524E-25 4.583E-03.07070.086 1059.74830.81-.003823        1 2 2 1        0 1 1 0                    P 33f     465544 6 5 5 3 3 3   585.0  603.0
 41 4021.862850 2.435E-25 4.404E-03.07070.086 1058.86100.81-.003823        1 2 2 1        0 1 1 0                    P 33e     465544 6 5 5 3 3 3   585.0  603.0
 41 4021.928800 4.758E-25 3.559E-03.07500.095  782.39000.73-.003693        1 2 0 1        0 1 1 0                    P 21e     465544 6 5 5 3 3 3   369.0  387.0
 41 4021.992060 2.415E-24 5.134E-03.06920.082  653.22860.79-.003841        1 1 1 1        0 0 0 0                    P 39e     465544 6 5 5 3 3 3   693.0  711.0
 41 4022.064410 2.770E-25 4.538E-03.07100.087 1032.05610.80-.003818        1 2 2 1        0 1 1 0                    P 32f     465544 6 5 5 3 3 3   567.0  585.0
 41 4022.944860 4.919E-25 3.552E-03.07550.096  764.79110.73-.003671        1 2 0 1        0 1 1 0                    P 20e     465544 6 5 5 3 3 3   351.0  369.0
 41 4022.949650 2.673E-25 4.363E-03.07100.087 1031.22090.80-.003818        1 2 2 1        0 1 1 0                    P 32e     465544 6 5 5 3 3 3   567.0  585.0
 41 4023.200340 3.024E-25 4.493E-03.07130.087 1005.20150.80-.003812        1 2 2 1        0 1 1 0                    P 31f     465544 6 5 5 3 3 3   549.0  567.0
 41 4023.203230 2.734E-24 5.094E-03.06940.083  620.58750.80-.003839        1 1 1 1        0 0 0 0                    P 38e     465544 6 5 5 3 3 3   675.0  693.0
 41 4023.951890 5.000E-25 3.510E-03.07600.097  748.02970.73-.003645        1 2 0 1        0 1 1 0                    P 19e     465544 6 5 5 3 3 3   333.0  351.0
 41 4024.029140 2.919E-25 4.322E-03.07130.087 1004.41690.80-.003812        1 2 2 1        0 1 1 0                    P 31e     465544 6 5 5 3 3 3   549.0  567.0
 41 4024.326820 3.282E-25 4.445E-03.07160.088  979.18470.79-.003806        1 2 2 1        0 1 1 0                    P 30f     465544 6 5 5 3 3 3   531.0  549.0
 41 4024.404690 3.084E-24 5.061E-03.06960.084  588.78130.80-.003836        1 1 1 1        0 0 0 0                    P 37e     465544 6 5 5 3 3 3   657.0  675.0
 41 4024.949920 5.080E-25 3.491E-03.07650.098  732.10590.73-.003617        1 2 0 1        0 1 1 0                    P 18e     465544 6 5 5 3 3 3   315.0  333.0
 41 4025.101290 3.169E-25 4.278E-03.07160.088  978.44910.79-.003806        1 2 2 1        0 1 1 0                    P 30e     465544 6 5 5 3 3 3   531.0  549.0
 41 4025.443860 3.544E-25 4.398E-03.07190.089  954.00590.77-.003799        1 2 2 1        0 1 1 0                    P 29f     465544 6 5 5 3 3 3   513.0  531.0
 41 4025.599160 3.459E-24 5.024E-03.06990.084  557.81020.81-.003834        1 1 1 1        0 0 0 0                    P 36e     465544 6 5 5 3 3 3   639.0  657.0
 41 4025.938970 5.121E-25 3.470E-03.07710.099  717.01960.73-.003585        1 2 0 1        0 1 1 0                    P 17e     465544 6 5 5 3 3 3   297.0  315.0
 41 4026.166050 3.423E-25 4.236E-03.07190.089  953.31770.77-.003799        1 2 2 1        0 1 1 0                    P 29e     465544 6 5 5 3 3 3   513.0  531.0
 41 4026.551450 3.806E-25 4.352E-03.07220.090  929.66520.76-.003791        1 2 2 1        0 1 1 0                    P 28f     465544 6 5 5 3 3 3   495.0  513.0
 41 4026.779360 3.863E-24 4.990E-03.07010.085  527.67430.81-.003830        1 1 1 1        0 0 0 0                    P 35e     465544 6 5 5 3 3 3   621.0  639.0
 41 4026.919070 5.161E-25 3.476E-03.07780.100  702.77110.73-.003549        1 2 0 1        0 1 1 0                    P 16e     465544 6 5 5 3 3 3   279.0  297.0
 41 4027.223390 3.677E-25 4.192E-03.07220.090  929.02280.76-.003791        1 2 2 1        0 1 1 0                    P 28e     465544 6 5 5 3 3 3   495.0  513.0
 41 4027.649570 4.072E-25 4.312E-03.07260.091  906.16260.75-.003781        1 2 2 1        0 1 1 0                    P 27f     465544 6 5 5 3 3 3   477.0  495.0
 41 4027.890230 5.121E-25 3.455E-03.07850.100  689.36030.72-.003508        1 2 0 1        0 1 1 0                    P 15e     465544 6 5 5 3 3 3   261.0  279.0
 41 4027.951630 4.314E-24 4.980E-03.07040.085  498.37370.81-.003827        1 1 1 1        0 0 0 0                    P 34e     465544 6 5 5 3 3 3   603.0  621.0
 41 4028.273280 3.927E-25 4.148E-03.07260.091  905.56450.75-.003781        1 2 2 1        0 1 1 0                    P 27e     465544 6 5 5 3 3 3   477.0  495.0
 41 4028.738210 4.314E-25 4.255E-03.07290.091  883.49830.75-.003771        1 2 2 1        0 1 1 0                    P 26f     465544 6 5 5 3 3 3   459.0  477.0
 41 4028.852460 5.040E-25 3.438E-03.07920.101  676.78740.72-.003462        1 2 0 1        0 1 1 0                    P 14e     465544 6 5 5 3 3 3   243.0  261.0
 41 4029.114220 4.758E-24 4.932E-03.07070.086  469.90860.81-.003823        1 1 1 1        0 0 0 0                    P 33e     465544 6 5 5 3 3 3   585.0  603.0
 41 4029.315680 4.153E-25 4.086E-03.07290.091  882.94290.75-.003771        1 2 2 1        0 1 1 0                    P 26e     465544 6 5 5 3 3 3   459.0  477.0
 41 4029.805790 4.959E-25 3.452E-03.08010.102  665.05240.72-.003411        1 2 0 1        0 1 1 0                    P 13e     465544 6 5 5 3 3 3   225.0  243.0
 41 4029.817380 4.556E-25 4.208E-03.07330.092  861.67250.74-.003759        1 2 2 1        0 1 1 0                    P 25f     465544 6 5 5 3 3 3   441.0  459.0
